datetime,value,occupancy,value2,value3
2019-05-20 14:00:00+00:00,24.5,31,20,72
2019-05-20 13:00:00+00:00,32.0,62,24,54
2019-05-20 12:00:00+00:00,34.5,37,45,86
2019-05-20 11:00:00+00:00,25.0,83,52,96
2019-05-20 10:00:00+00:00,25.0,37,10,40
2019-05-20 09:00:00+00:00,30.5,65,40,47
2019-05-20 08:00:00+00:00,40.0,31,69,93
2019-05-20 07:00:00+00:00,38.0,38,68,53
2019-05-20 06:00:00+00:00,26.0,75,87,30
2019-05-20 05:00:00+00:00,20.0,81,33,14
2019-05-20 04:00:00+00:00,14.0,71,11,22
2019-05-20 03:00:00+00:00,9.0,42,40,57
2019-05-20 02:00:00+00:00,10.5,36,50,47
2019-05-20 01:00:00+00:00,17.0,99,56,47
2019-05-20 00:00:00+00:00,26.0,72,39,62
2019-05-19 23:00:00+00:00,16.5,67,59,85
2019-05-19 22:00:00+00:00,18.5,79,50,72
2019-05-19 21:00:00+00:00,12.5,96,57,29
2019-05-19 20:00:00+00:00,15.0,11,79,34
2019-05-19 19:00:00+00:00,26.0,53,33,96
2019-05-19 18:00:00+00:00,15.5,42,62,98
2019-05-19 17:00:00+00:00,18.5,46,7,35
2019-05-19 16:00:00+00:00,17.5,57,65,33
2019-05-19 15:00:00+00:00,33.0,98,84,82
2019-05-19 14:00:00+00:00,23.0,32,6,78
2019-05-19 13:00:00+00:00,14.5,54,39,2
2019-05-19 12:00:00+00:00,16.0,72,8,79
2019-05-19 11:00:00+00:00,17.0,82,7,14
2019-05-19 10:00:00+00:00,17.5,17,1,76
2019-05-19 09:00:00+00:00,16.0,19,88,27
2019-05-19 08:00:00+00:00,23.5,51,14,71
2019-05-19 07:00:00+00:00,30.0,82,57,15
2019-05-19 06:00:00+00:00,30.5,55,59,62
2019-05-19 05:00:00+00:00,26.0,56,19,13
2019-05-19 04:00:00+00:00,21.0,6,2,81
2019-05-19 03:00:00+00:00,19.0,13,33,97
2019-05-19 02:00:00+00:00,19.0,55,1,30
2019-05-19 01:00:00+00:00,22.5,93,96,36
2019-05-19 00:00:00+00:00,23.5,3,66,84
2019-05-18 23:00:00+00:00,29.5,29,29,0
2019-05-18 22:00:00+00:00,34.5,24,18,45
2019-05-18 21:00:00+00:00,39.0,93,57,43
2019-05-18 20:00:00+00:00,40.0,74,96,3
2019-05-18 19:00:00+00:00,35.5,67,77,37
2019-05-18 18:00:00+00:00,35.5,21,85,50
2019-05-18 01:00:00+00:00,41.5,33,74,74
2019-05-16 01:00:00+00:00,28.0,40,20,3
2019-05-15 02:00:00+00:00,22.5,28,66,98
2019-05-15 01:00:00+00:00,25.5,44,80,50
2019-05-14 02:00:00+00:00,11.5,88,92,73
2019-05-14 01:00:00+00:00,14.5,64,57,58
2019-05-13 02:00:00+00:00,14.5,28,53,58
2019-05-13 01:00:00+00:00,14.5,67,78,61
2019-05-12 02:00:00+00:00,20.0,49,3,20
2019-05-12 01:00:00+00:00,17.5,12,39,47
2019-05-11 02:00:00+00:00,21.0,42,92,90
2019-05-11 01:00:00+00:00,26.5,78,18,55
2019-05-10 02:00:00+00:00,11.5,65,89,57
2019-05-10 01:00:00+00:00,10.5,28,97,74
2019-05-09 02:00:00+00:00,20.5,65,98,44
2019-05-09 01:00:00+00:00,20.0,52,15,1
2019-05-08 02:00:00+00:00,20.5,26,53,73
2019-05-08 01:00:00+00:00,23.0,41,22,86
2019-05-07 02:00:00+00:00,45.0,62,61,32
2019-05-07 01:00:00+00:00,50.5,53,84,84
2019-06-17 11:00:00+00:00,11.0,48,50,64
2019-06-17 10:00:00+00:00,11.0,38,85,19
2019-06-17 09:00:00+00:00,11.0,89,32,71
2019-06-17 08:00:00+00:00,13.0,69,31,16
2019-06-17 07:00:00+00:00,13.0,66,61,31
2019-06-17 06:00:00+00:00,12.0,90,38,75
2019-06-17 05:00:00+00:00,11.0,27,65,84
2019-06-17 04:00:00+00:00,11.0,36,4,4
2019-06-17 03:00:00+00:00,14.0,45,74,85
2019-06-17 02:00:00+00:00,14.0,74,61,61
2019-06-17 01:00:00+00:00,17.0,73,87,70
2019-06-17 00:00:00+00:00,17.0,81,88,55
2019-06-16 23:00:00+00:00,23.0,6,91,24
2019-06-16 21:00:00+00:00,25.0,44,86,17
2019-06-16 20:00:00+00:00,27.0,53,50,34
2019-06-16 19:00:00+00:00,28.0,46,63,76
2019-06-16 18:00:00+00:00,28.0,79,0,78
2019-06-16 17:00:00+00:00,29.0,67,33,78
2019-06-16 16:00:00+00:00,29.0,44,11,36
2019-06-16 15:00:00+00:00,26.0,7,96,63
2019-06-16 14:00:00+00:00,23.0,90,89,58
2019-06-16 13:00:00+00:00,16.0,21,78,14
2019-06-16 12:00:00+00:00,10.0,49,58,2
2019-06-16 11:00:00+00:00,6.0,40,87,90
2019-06-16 10:00:00+00:00,6.0,4,38,74
2019-06-16 09:00:00+00:00,5.0,45,50,66
2019-06-16 08:00:00+00:00,4.0,13,14,68
2019-06-16 07:00:00+00:00,5.0,23,87,22
2019-06-16 06:00:00+00:00,8.0,20,30,14
2019-06-16 05:00:00+00:00,10.0,94,81,91
2019-06-16 04:00:00+00:00,10.0,26,50,28
2019-06-16 03:00:00+00:00,12.0,23,89,4
2019-06-16 02:00:00+00:00,12.0,50,78,10
2019-06-16 01:00:00+00:00,15.0,95,67,32
2019-06-16 00:00:00+00:00,15.0,9,73,42
2019-06-15 23:00:00+00:00,19.0,1,33,85
2019-06-15 22:00:00+00:00,19.0,39,74,51
2019-06-15 21:00:00+00:00,20.0,60,60,81
2019-06-15 20:00:00+00:00,21.0,3,12,9
2019-06-15 19:00:00+00:00,22.0,41,12,41
2019-06-15 18:00:00+00:00,22.0,74,90,50
2019-06-15 17:00:00+00:00,20.0,71,60,61
2019-06-15 16:00:00+00:00,18.0,76,28,67
2019-06-15 15:00:00+00:00,18.0,61,79,96
2019-06-15 14:00:00+00:00,17.0,59,64,91
2019-06-15 13:00:00+00:00,18.0,7,22,3
2019-06-15 12:00:00+00:00,13.0,99,0,81
2019-06-15 11:00:00+00:00,14.0,60,17,33
2019-06-15 10:00:00+00:00,12.0,62,85,54
2019-06-15 09:00:00+00:00,8.0,51,98,69
2019-06-15 08:00:00+00:00,8.0,92,63,61
2019-06-15 07:00:00+00:00,13.0,4,53,60
2019-06-15 06:00:00+00:00,13.0,44,68,72
2019-06-15 05:00:00+00:00,10.0,64,88,17
2019-06-15 04:00:00+00:00,10.0,36,40,49
2019-06-15 00:00:00+00:00,26.0,42,31,60
2019-06-14 23:00:00+00:00,26.0,48,24,16
2019-06-14 22:00:00+00:00,26.0,21,23,92
2019-06-14 21:00:00+00:00,25.0,20,57,34
2019-06-14 20:00:00+00:00,26.0,45,5,23
2019-06-14 19:00:00+00:00,26.0,23,70,80
2019-06-14 18:00:00+00:00,27.0,6,21,72
2019-06-14 17:00:00+00:00,26.0,19,39,78
2019-06-14 16:00:00+00:00,25.0,80,16,68
2019-06-14 15:00:00+00:00,25.0,12,63,76
2019-06-14 14:00:00+00:00,22.0,39,27,65
2019-06-14 13:00:00+00:00,16.0,76,28,61
2019-06-14 12:00:00+00:00,15.0,75,69,20
2019-06-14 11:00:00+00:00,13.0,80,76,15
2019-06-14 10:00:00+00:00,13.0,81,33,97
2019-06-14 09:00:00+00:00,14.0,63,10,17
2019-06-14 08:00:00+00:00,11.0,88,18,28
2019-06-14 07:00:00+00:00,11.0,78,58,60
2019-06-14 06:00:00+00:00,13.0,27,39,39
2019-06-14 05:00:00+00:00,6.0,99,3,37
2019-06-14 04:00:00+00:00,6.0,1,49,74
2019-06-14 03:00:00+00:00,8.0,85,6,90
2019-06-14 02:00:00+00:00,8.0,17,65,94
2019-06-14 00:00:00+00:00,13.0,87,29,53
2019-06-13 23:00:00+00:00,15.0,68,35,88
2019-06-13 22:00:00+00:00,15.0,61,47,64
2019-06-13 21:00:00+00:00,15.0,75,83,51
2019-06-13 20:00:00+00:00,14.0,54,3,12
2019-06-13 19:00:00+00:00,13.0,56,60,26
2019-06-13 18:00:00+00:00,14.0,92,47,76
2019-06-13 17:00:00+00:00,15.0,19,19,17
2019-06-13 16:00:00+00:00,11.0,83,11,57
2019-06-13 15:00:00+00:00,13.0,26,15,19
2019-06-13 14:00:00+00:00,15.0,85,86,39
2019-06-13 13:00:00+00:00,16.0,19,80,26
2019-06-13 12:00:00+00:00,19.0,57,92,11
2019-06-13 11:00:00+00:00,19.0,52,89,35
2019-06-13 10:00:00+00:00,18.0,43,57,77
2019-06-13 09:00:00+00:00,16.0,40,34,62
2019-06-13 08:00:00+00:00,19.0,58,69,3
2019-06-13 07:00:00+00:00,21.0,42,81,72
2019-06-13 06:00:00+00:00,19.0,22,80,10
2019-06-13 05:00:00+00:00,16.0,57,34,50
2019-06-13 04:00:00+00:00,16.0,82,20,52
2019-06-13 03:00:00+00:00,26.0,75,5,98
2019-06-13 02:00:00+00:00,26.0,13,85,33
2019-06-13 00:00:00+00:00,29.0,53,51,64
2019-06-12 23:00:00+00:00,35.0,1,4,98
2019-06-12 21:00:00+00:00,43.0,6,76,25
2019-06-12 20:00:00+00:00,41.0,6,25,88
2019-06-12 19:00:00+00:00,33.0,17,44,6
2019-06-12 18:00:00+00:00,45.0,71,76,8
2019-06-12 17:00:00+00:00,43.0,44,6,71
2019-06-12 16:00:00+00:00,45.0,93,5,63
2019-06-12 15:00:00+00:00,42.0,64,41,1
2019-06-12 14:00:00+00:00,35.0,47,19,22
2019-06-12 13:00:00+00:00,33.0,71,26,11
2019-06-12 12:00:00+00:00,33.0,50,96,16
2019-06-12 11:00:00+00:00,35.0,67,67,49
2019-06-12 10:00:00+00:00,25.0,59,64,43
2019-06-12 09:00:00+00:00,22.0,6,49,88
2019-06-12 08:00:00+00:00,20.0,51,93,37
2019-06-12 07:00:00+00:00,17.0,99,45,34
2019-06-12 06:00:00+00:00,12.0,87,16,25
2019-06-12 05:00:00+00:00,9.0,11,76,84
2019-06-12 04:00:00+00:00,9.0,7,30,33
2019-06-12 03:00:00+00:00,11.0,2,55,60
2019-06-12 00:00:00+00:00,15.0,26,51,16
2019-06-11 23:00:00+00:00,20.0,58,0,42
2019-06-11 22:00:00+00:00,20.0,88,23,23
2019-06-11 21:00:00+00:00,22.0,0,74,20
2019-06-11 20:00:00+00:00,22.0,87,18,22
2019-06-11 19:00:00+00:00,30.0,42,48,28
2019-06-11 18:00:00+00:00,31.0,3,42,98
2019-06-11 17:00:00+00:00,30.0,58,89,16
2019-06-11 16:00:00+00:00,31.0,16,12,32
2019-06-11 15:00:00+00:00,31.0,94,73,26
2019-06-11 14:00:00+00:00,35.0,14,5,67
2019-06-11 13:00:00+00:00,26.0,55,79,18
2019-06-11 12:00:00+00:00,23.0,45,91,43
2019-06-11 11:00:00+00:00,22.0,1,81,63
2019-06-11 10:00:00+00:00,22.0,47,15,90
2019-06-11 09:00:00+00:00,23.0,20,83,59
2019-06-11 08:00:00+00:00,21.0,60,93,16
2019-06-11 07:00:00+00:00,18.0,70,58,88
2019-06-11 06:00:00+00:00,17.0,0,8,75
2019-06-11 05:00:00+00:00,13.0,80,96,6
2019-06-11 04:00:00+00:00,13.0,50,70,7
2019-06-11 03:00:00+00:00,16.0,84,65,94
2019-06-11 02:00:00+00:00,16.0,33,45,27
2019-06-11 01:00:00+00:00,15.0,69,2,16
2019-06-11 00:00:00+00:00,15.0,40,98,32
2019-06-10 23:00:00+00:00,23.0,23,42,89
2019-06-10 22:00:00+00:00,23.0,92,84,14
2019-06-10 21:00:00+00:00,24.0,77,99,87
2019-06-10 20:00:00+00:00,26.0,41,64,22
2019-06-10 19:00:00+00:00,25.0,15,32,83
2019-06-10 18:00:00+00:00,26.0,17,66,47
2019-06-10 17:00:00+00:00,28.0,25,59,17
2019-06-10 16:00:00+00:00,31.0,99,33,84
2019-06-10 15:00:00+00:00,40.0,79,59,60
2019-06-10 14:00:00+00:00,40.0,68,54,65
2019-06-10 13:00:00+00:00,51.0,88,3,2
2019-06-10 12:00:00+00:00,45.0,70,58,1
2019-06-10 11:00:00+00:00,41.0,56,40,91
2019-06-10 10:00:00+00:00,45.0,29,62,80
2019-06-10 09:00:00+00:00,34.0,34,24,70
2019-06-10 08:00:00+00:00,27.0,13,62,8
2019-06-10 07:00:00+00:00,22.0,52,42,59
2019-06-10 06:00:00+00:00,24.0,69,25,31
2019-06-10 05:00:00+00:00,24.0,99,36,35
2019-06-10 04:00:00+00:00,24.0,52,83,32
2019-06-10 03:00:00+00:00,25.0,43,0,89
2019-06-10 02:00:00+00:00,25.0,69,8,48
2019-06-10 01:00:00+00:00,21.0,1,85,18
2019-06-10 00:00:00+00:00,21.0,94,85,53
2019-06-09 23:00:00+00:00,24.0,1,44,45
2019-06-09 21:00:00+00:00,22.0,83,56,19
2019-06-09 20:00:00+00:00,21.0,71,14,89
2019-06-09 19:00:00+00:00,21.0,61,64,0
2019-06-09 18:00:00+00:00,20.0,88,67,0
2019-06-09 17:00:00+00:00,26.0,15,0,79
2019-06-09 16:00:00+00:00,24.0,7,75,44
2019-06-09 15:00:00+00:00,19.0,55,74,17
2019-06-09 14:00:00+00:00,17.0,42,83,10
2019-06-09 13:00:00+00:00,13.0,96,42,8
2019-06-09 12:00:00+00:00,8.0,38,96,92
2019-06-09 11:00:00+00:00,5.0,51,53,38
2019-06-09 10:00:00+00:00,2.0,75,44,58
2019-06-09 09:00:00+00:00,0.0,53,8,46
2019-06-09 08:00:00+00:00,0.0,50,78,36
2019-06-09 07:00:00+00:00,1.0,52,48,76
2019-06-09 06:00:00+00:00,5.0,68,90,43
2019-06-09 05:00:00+00:00,1.0,14,68,87
2019-06-09 04:00:00+00:00,1.0,19,45,68
2019-06-09 03:00:00+00:00,7.0,76,16,45
2019-06-09 02:00:00+00:00,7.0,55,79,0
2019-06-09 01:00:00+00:00,10.0,14,79,6
2019-06-09 00:00:00+00:00,10.0,52,3,6
2019-06-08 23:00:00+00:00,20.0,64,26,27
2019-06-08 21:00:00+00:00,16.0,46,76,80
2019-06-08 20:00:00+00:00,17.0,17,69,48
2019-06-08 19:00:00+00:00,19.0,10,29,26
2019-06-08 18:00:00+00:00,20.0,22,45,47
2019-06-08 17:00:00+00:00,20.0,97,65,98
2019-06-08 16:00:00+00:00,19.0,28,22,59
2019-06-08 15:00:00+00:00,17.0,81,22,62
2019-06-08 14:00:00+00:00,13.0,77,38,45
2019-06-08 13:00:00+00:00,10.0,67,90,34
2019-06-08 12:00:00+00:00,8.0,19,3,49
2019-06-08 11:00:00+00:00,4.0,67,56,59
2019-06-08 10:00:00+00:00,3.0,50,52,81
2019-06-08 09:00:00+00:00,2.0,49,76,6
2019-06-08 08:00:00+00:00,4.0,46,27,29
2019-06-08 07:00:00+00:00,3.0,98,46,19
2019-06-08 06:00:00+00:00,2.0,91,36,48
2019-06-08 05:00:00+00:00,3.0,27,94,45
2019-06-08 04:00:00+00:00,3.0,56,40,81
2019-06-08 03:00:00+00:00,7.0,72,93,80
2019-06-08 02:00:00+00:00,7.0,28,3,62
2019-06-08 00:00:00+00:00,28.0,93,99,89
2019-06-07 23:00:00+00:00,33.0,56,24,77
2019-06-07 21:00:00+00:00,35.0,99,33,4
2019-06-07 20:00:00+00:00,36.0,33,27,70
2019-06-07 19:00:00+00:00,35.0,21,58,68
2019-06-07 18:00:00+00:00,27.0,46,85,97
2019-06-07 17:00:00+00:00,24.0,29,28,45
2019-06-07 16:00:00+00:00,21.0,96,19,26
2019-06-07 15:00:00+00:00,15.0,38,59,73
2019-06-07 14:00:00+00:00,15.0,22,69,22
2019-06-07 13:00:00+00:00,20.0,11,38,15
2019-06-07 12:00:00+00:00,27.0,13,34,38
2019-06-07 11:00:00+00:00,25.0,65,96,64
2019-06-07 10:00:00+00:00,23.0,77,76,53
2019-06-07 09:00:00+00:00,25.0,65,42,51
2019-06-07 08:00:00+00:00,24.0,69,30,72
2019-06-07 07:00:00+00:00,23.0,88,92,68
2019-06-07 06:00:00+00:00,25.0,65,10,34
2019-06-07 05:00:00+00:00,23.0,82,90,26
2019-06-07 04:00:00+00:00,23.0,79,61,63
2019-06-07 03:00:00+00:00,27.0,54,37,71
2019-06-07 02:00:00+00:00,27.0,46,82,94
2019-06-07 01:00:00+00:00,23.0,55,15,21
2019-06-07 00:00:00+00:00,23.0,13,52,26
2019-06-06 23:00:00+00:00,21.0,18,44,99
2019-06-06 22:00:00+00:00,21.0,96,69,5
2019-06-06 21:00:00+00:00,24.0,94,31,91
2019-06-06 20:00:00+00:00,22.0,74,4,65
2019-06-06 19:00:00+00:00,24.0,69,34,73
2019-06-06 18:00:00+00:00,24.0,93,90,6
2019-06-06 17:00:00+00:00,24.0,97,93,92
2019-06-06 16:00:00+00:00,22.0,59,83,3
2019-06-06 15:00:00+00:00,16.0,62,70,51
2019-06-06 14:00:00+00:00,11.0,61,44,44
2019-06-06 13:00:00+00:00,10.0,12,53,50
2019-06-06 12:00:00+00:00,12.0,90,48,12
2019-06-06 11:00:00+00:00,7.0,77,73,80
2019-06-06 10:00:00+00:00,7.0,48,98,87
2019-06-06 09:00:00+00:00,1.0,60,18,86
2019-06-06 08:00:00+00:00,0.0,66,18,63
2019-06-06 07:00:00+00:00,3.0,77,38,16
2019-06-06 06:00:00+00:00,1.0,33,89,95
2019-06-06 05:00:00+00:00,0.0,14,67,98
2019-06-06 04:00:00+00:00,0.0,41,75,87
2019-06-06 03:00:00+00:00,4.0,64,49,87
2019-06-06 02:00:00+00:00,4.0,41,85,15
2019-06-06 00:00:00+00:00,8.0,30,44,94
2019-06-05 23:00:00+00:00,17.0,71,69,49
2019-06-05 22:00:00+00:00,17.0,9,93,83
2019-06-05 21:00:00+00:00,19.0,73,67,12
2019-06-05 20:00:00+00:00,19.0,96,25,59
2019-06-05 19:00:00+00:00,19.0,77,49,27
2019-06-05 18:00:00+00:00,19.0,4,93,49
2019-06-05 17:00:00+00:00,19.0,81,57,92
2019-06-05 16:00:00+00:00,19.0,49,67,61
2019-06-05 15:00:00+00:00,20.0,30,0,51
2019-06-05 14:00:00+00:00,20.0,86,56,15
2019-06-05 13:00:00+00:00,14.0,57,99,86
2019-06-05 12:00:00+00:00,9.0,97,1,93
2019-06-05 11:00:00+00:00,7.0,4,64,10
2019-06-05 10:00:00+00:00,5.0,90,38,47
2019-06-05 09:00:00+00:00,0.0,73,7,26
2019-06-05 08:00:00+00:00,0.0,45,81,60
2019-06-05 07:00:00+00:00,1.0,38,30,49
2019-06-05 06:00:00+00:00,2.0,74,63,86
2019-06-05 05:00:00+00:00,6.0,45,13,98
2019-06-05 04:00:00+00:00,6.0,49,92,41
2019-06-05 03:00:00+00:00,4.0,93,60,9
2019-06-05 02:00:00+00:00,4.0,43,0,73
2019-06-05 01:00:00+00:00,13.0,27,45,27
2019-06-05 00:00:00+00:00,13.0,4,21,63
2019-06-04 23:00:00+00:00,17.0,57,12,53
2019-06-04 22:00:00+00:00,17.0,3,83,61
2019-06-04 21:00:00+00:00,17.0,7,42,16
2019-06-04 20:00:00+00:00,18.0,86,88,89
2019-06-04 19:00:00+00:00,20.0,47,63,90
2019-06-04 18:00:00+00:00,29.0,26,54,67
2019-06-04 17:00:00+00:00,40.0,81,33,88
2019-06-04 16:00:00+00:00,38.0,10,32,82
2019-06-04 15:00:00+00:00,38.0,97,81,14
2019-06-04 14:00:00+00:00,36.0,96,45,93
2019-06-04 13:00:00+00:00,37.0,72,39,87
2019-06-04 12:00:00+00:00,35.0,35,16,57
2019-06-04 11:00:00+00:00,32.0,46,31,44
2019-06-04 10:00:00+00:00,31.0,25,4,43
2019-06-04 09:00:00+00:00,35.0,55,81,68
2019-06-04 08:00:00+00:00,22.0,94,44,2
2019-06-04 07:00:00+00:00,18.0,5,13,51
2019-06-04 06:00:00+00:00,14.0,15,86,21
2019-06-04 05:00:00+00:00,5.0,76,64,99
2019-06-04 04:00:00+00:00,5.0,76,56,36
2019-06-04 03:00:00+00:00,8.0,32,45,74
2019-06-04 02:00:00+00:00,8.0,13,62,40
2019-06-04 01:00:00+00:00,12.0,48,64,21
2019-06-04 00:00:00+00:00,12.0,35,2,96
2019-06-03 23:00:00+00:00,17.0,68,78,86
2019-06-03 22:00:00+00:00,17.0,36,42,12
2019-06-03 21:00:00+00:00,20.0,22,78,91
2019-06-03 20:00:00+00:00,20.0,89,0,10
2019-06-03 19:00:00+00:00,23.0,11,67,25
2019-06-03 18:00:00+00:00,24.0,3,47,6
2019-06-03 17:00:00+00:00,24.0,17,95,57
2019-06-03 16:00:00+00:00,22.0,10,34,51
2019-06-03 15:00:00+00:00,21.0,15,55,74
2019-06-03 14:00:00+00:00,17.0,24,5,15
2019-06-03 13:00:00+00:00,15.0,94,74,64
2019-06-03 12:00:00+00:00,14.0,94,39,94
2019-06-03 11:00:00+00:00,16.0,63,42,73
2019-06-03 10:00:00+00:00,11.0,22,95,5
2019-06-03 09:00:00+00:00,5.0,74,42,15
2019-06-03 08:00:00+00:00,7.0,11,7,3
2019-06-03 07:00:00+00:00,6.0,25,60,39
2019-06-03 06:00:00+00:00,5.0,23,42,54
2019-06-03 05:00:00+00:00,3.0,55,63,46
2019-06-03 04:00:00+00:00,3.0,97,48,47
2019-06-03 03:00:00+00:00,11.0,86,44,11
2019-06-03 02:00:00+00:00,11.0,31,40,24
2019-06-03 01:00:00+00:00,21.0,10,40,4
2019-06-03 00:00:00+00:00,21.0,26,77,99
2019-06-02 23:00:00+00:00,27.0,7,63,77
2019-06-02 22:00:00+00:00,27.0,93,47,16
2019-06-02 21:00:00+00:00,28.0,95,90,94
2019-06-02 20:00:00+00:00,32.0,64,91,71
2019-06-02 19:00:00+00:00,34.0,97,97,72
2019-06-02 18:00:00+00:00,34.0,92,57,18
2019-06-02 17:00:00+00:00,32.0,11,20,25
2019-06-02 16:00:00+00:00,32.0,66,42,55
2019-06-02 15:00:00+00:00,33.0,88,17,83
2019-06-02 14:00:00+00:00,36.0,54,51,6
2019-06-02 13:00:00+00:00,34.0,24,35,22
2019-06-02 12:00:00+00:00,35.0,13,18,20
2019-06-02 11:00:00+00:00,36.0,78,32,51
2019-06-02 10:00:00+00:00,35.0,57,97,26
2019-06-02 09:00:00+00:00,32.0,23,10,83
2019-06-02 08:00:00+00:00,30.0,59,25,44
2019-06-02 07:00:00+00:00,32.0,71,88,80
2019-06-02 06:00:00+00:00,32.0,62,48,89
2019-06-02 05:00:00+00:00,37.0,84,56,18
2019-06-02 04:00:00+00:00,37.0,19,49,99
2019-06-02 03:00:00+00:00,43.0,72,12,54
2019-06-02 02:00:00+00:00,43.0,76,14,77
2019-06-02 01:00:00+00:00,44.0,33,95,63
2019-06-02 00:00:00+00:00,44.0,65,80,70
2019-06-01 23:00:00+00:00,52.0,28,54,30
2019-06-01 22:00:00+00:00,52.0,7,1,43
2019-06-01 21:00:00+00:00,44.0,45,93,12
2019-06-01 20:00:00+00:00,41.0,7,36,6
2019-06-01 19:00:00+00:00,38.0,87,12,75
2019-06-01 18:00:00+00:00,36.0,56,78,87
2019-06-01 17:00:00+00:00,32.0,26,29,38
2019-06-01 16:00:00+00:00,31.0,24,38,78
2019-06-01 15:00:00+00:00,33.0,94,3,88
2019-06-01 14:00:00+00:00,36.0,2,34,10
2019-06-01 13:00:00+00:00,33.0,16,15,93
2019-06-01 12:00:00+00:00,28.0,61,14,80
2019-06-01 11:00:00+00:00,19.0,3,44,32
2019-06-01 10:00:00+00:00,12.0,69,55,42
2019-06-01 09:00:00+00:00,9.0,75,85,47
2019-06-01 08:00:00+00:00,8.0,89,17,9
2019-06-01 07:00:00+00:00,2.0,24,37,57
2019-06-01 06:00:00+00:00,4.0,43,12,58
2019-06-01 05:00:00+00:00,11.0,84,33,14
2019-06-01 04:00:00+00:00,11.0,33,21,6
2019-06-01 03:00:00+00:00,16.0,95,24,81
2019-06-01 02:00:00+00:00,16.0,34,59,55
2019-06-01 01:00:00+00:00,22.0,77,23,53
2019-06-01 00:00:00+00:00,22.0,53,8,3
2019-05-31 23:00:00+00:00,26.0,53,17,24
2019-05-31 22:00:00+00:00,26.0,11,67,63
2019-05-31 21:00:00+00:00,31.0,23,35,38
2019-05-31 20:00:00+00:00,33.0,72,83,45
2019-05-31 19:00:00+00:00,33.0,59,63,60
2019-05-31 18:00:00+00:00,29.0,99,58,68
2019-05-31 17:00:00+00:00,26.0,62,32,2
2019-05-31 16:00:00+00:00,26.0,88,58,27
2019-05-31 15:00:00+00:00,24.0,5,44,7
2019-05-31 14:00:00+00:00,21.0,12,93,90
2019-05-31 13:00:00+00:00,21.0,57,41,15
2019-05-31 12:00:00+00:00,18.0,94,74,57
2019-05-31 11:00:00+00:00,16.0,18,94,8
2019-05-31 10:00:00+00:00,15.0,17,33,4
2019-05-31 09:00:00+00:00,37.0,91,66,55
2019-05-31 08:00:00+00:00,8.0,62,91,82
2019-05-31 07:00:00+00:00,9.0,68,34,62
2019-05-31 06:00:00+00:00,8.0,34,74,58
2019-05-31 05:00:00+00:00,9.0,98,59,99
2019-05-31 04:00:00+00:00,9.0,22,83,22
2019-05-31 03:00:00+00:00,12.0,4,87,83
2019-05-31 02:00:00+00:00,12.0,29,97,94
2019-05-31 01:00:00+00:00,18.0,62,27,99
2019-05-31 00:00:00+00:00,18.0,9,38,52
2019-05-30 23:00:00+00:00,23.0,97,10,10
2019-05-30 22:00:00+00:00,23.0,23,31,60
2019-05-30 21:00:00+00:00,27.0,51,93,79
2019-05-30 20:00:00+00:00,27.0,95,12,71
2019-05-30 19:00:00+00:00,28.0,67,97,59
2019-05-30 18:00:00+00:00,28.0,90,36,18
2019-05-30 17:00:00+00:00,30.0,75,27,72
2019-05-30 16:00:00+00:00,27.0,5,23,88
2019-05-30 15:00:00+00:00,22.0,2,77,21
2019-05-30 14:00:00+00:00,22.0,90,0,26
2019-05-30 13:00:00+00:00,20.0,9,60,68
2019-05-30 12:00:00+00:00,17.0,4,26,43
2019-05-30 11:00:00+00:00,13.0,18,92,19
2019-05-30 10:00:00+00:00,9.0,33,43,55
2019-05-30 09:00:00+00:00,5.0,61,23,74
2019-05-30 08:00:00+00:00,3.0,86,48,84
2019-05-30 07:00:00+00:00,2.0,45,24,83
2019-05-30 06:00:00+00:00,0.0,77,59,85
2019-05-30 05:00:00+00:00,0.0,95,29,46
2019-05-30 04:00:00+00:00,0.0,81,77,1
2019-05-30 03:00:00+00:00,0.0,72,32,79
2019-05-30 02:00:00+00:00,0.0,97,76,6
2019-05-30 01:00:00+00:00,1.0,59,64,82
2019-05-30 00:00:00+00:00,1.0,12,94,32
2019-05-29 23:00:00+00:00,5.0,4,28,12
2019-05-29 22:00:00+00:00,5.0,33,92,2
2019-05-29 21:00:00+00:00,6.0,62,51,23
2019-05-29 20:00:00+00:00,6.0,34,89,17
2019-05-29 19:00:00+00:00,5.0,85,65,64
2019-05-29 18:00:00+00:00,5.0,55,14,41
2019-05-29 17:00:00+00:00,5.0,6,8,62
2019-05-29 16:00:00+00:00,3.0,49,8,76
2019-05-29 15:00:00+00:00,5.0,10,60,86
2019-05-29 14:00:00+00:00,15.0,88,17,38
2019-05-29 13:00:00+00:00,13.0,87,90,26
2019-05-29 12:00:00+00:00,20.0,20,21,43
2019-05-29 11:00:00+00:00,18.0,94,7,20
2019-05-29 10:00:00+00:00,18.0,84,93,37
2019-05-29 09:00:00+00:00,18.0,19,33,93
2019-05-29 08:00:00+00:00,21.0,89,33,49
2019-05-29 07:00:00+00:00,22.0,98,28,32
2019-05-29 06:00:00+00:00,24.0,50,85,55
2019-05-29 05:00:00+00:00,21.0,61,5,49
2019-05-29 04:00:00+00:00,21.0,12,94,94
2019-05-29 03:00:00+00:00,23.0,78,0,23
2019-05-29 02:00:00+00:00,23.0,63,2,44
